22
0.00438745 0.00248416 0.000423736
0.00438745 0.00248416 0.000376264
0.00437855 0.00249349 0.000487599
0.00437855 0.00249349 0.000312401
0.00438756 0.00248651 0.000439025
0.00438756 0.00248651 0.000360975
0.00438343 0.00247842 0.000419628
0.00438343 0.00247842 0.000380372
0.00439086 0.00249079 0.000406753
0.00439086 0.00249079 0.000393247
0.0043963 0.00247982 0.000450834
0.0043799 0.0024869 0.00043727
0.00438109 0.00248803 0.00041206
0.0043963 0.00247982 0.000349166
0.0043799 0.0024869 0.00036273
0.00438109 0.00248803 0.00038794
0.00438123 0.00248604 0.00044037
0.00437979 0.00248702 0.000434318
0.00439267 0.00248291 0.00043985
0.00438123 0.00248604 0.00035963
0.00437979 0.00248702 0.000365682
0.00439267 0.00248291 0.00036015
